260,86
405,456
186,22
429,762
364,433
314,250
314,103
146,579
788,112
552,331
726,730
7,652
474,950
125,543
295,818
863,459
331,771
372,9
848,493
242,889
189,454
211,927
872,9
963,861
394,580
793,624
557,418
737,151
0,561
685,328
537,482
534,305
98,414
109,177
67,956
318,441
238,441
444,755
876,742
912,363
479,61
727,841
577,122
160,570
141,400
628,267
39,99
976,748
615,453
491,872
95,177
826,395
396,413
972,73
497,310
853,202
514,181
771,423
823,587
68,968
789,615
366,747
740,71
138,160
728,249
693,742
584,180
808,617
174,67
268,425
60,952
755,935
85,790
666,860
9,635
234,817
391,609
749,380
271,627
381,653
572,638
913,296
411,353
283,554
76,833
475,697
485,837
475,190
815,511
162,520
893,721
878,894
995,363
75,959
665,463
983,954
612,280
758,445
168,391
305,816
744,388
37,2
168,145
92,370
60,12
41,667
576,109
826,327
301,268
728,328
219,298
193,299
146,9
916,818
607,357
139,680
569,283
4,160
682,335
270,45
695,443
701,908
133,666
36,429
104,581
656,691
73,941
691,62
705,863
763,291
171,28
709,218
236,455
584,332
44,179
774,243
293,805
876,819
689,657
239,308
32,648
369,313
37,964
382,146
605,968
740,541
306,609
986,809
937,9
296,639
195,92
543,774
903,433
114,855
658,827
786,601
827,14
721,955
880,847
139,947
29,979
707,544
591,772
266,490
857,779
471,891
676,115
375,713
812,613
835,954
612,228
927,457
168,896
434,970
888,347
995,258
604,871
699,203
908,324
892,346
855,721
286,666
622,50
76,787
540,805
183,848
77,892
209,761
68,180
609,463
84,923
13,588
585,265
139,166
967,674
83,700
701,870
395,292
866,676
754,855
46,259
604,182
670,362
204,543
686,506
53,992
174,463
625,193
369,617
708,771
406,994
223,91
587,338
323,874
778,281
661,980
330,616
95,468
843,16
473,26
921,676
769,779
711,2
225,814
487,135
705,354
408,990
844,90
404,572
428,206
664,334
53,994
974,394
271,68
828,791
762,844
381,718
189,971
867,821
155,303
972,457
329,868
198,279
656,754
887,819
79,577
218,833
381,130
263,350
131,303
528,201
972,638
159,566
840,639
48,390
719,623
530,797
237,555
857,329
643,334
26,586
759,775
797,736
610,734
686,994
930,598
784,937
826,440
273,373
283,491
674,420
838,602
637,841
454,317
572,601
465,422
898,322
352,511
95,597
93,672
129,815
430,635
686,456
472,163
222,470
63,427
370,463
981,946
193,806
119,658
439,511
482,106
27,658
279,341
38,240
939,626
701,676
661,230
416,367
955,122
248,889
81,166
732,33
417,847
69,785
996,661
142,175
263,764
617,202
592,907
490,919
13,787
780,943
771,730
441,295
988,799
314,379
447,130
564,307
564,988
866,72
856,382
747,96
602,21
327,437
964,50
412,910
913,566
707,575
714,393
754,422
132,584
498,990
619,886
724,811
825,528
14,630
101,146
809,362
520,966
713,891
327,597
163,941
756,424
629,285
259,132
601,181
110,403
334,2
431,804
512,933
270,908
150,227
779,967
954,524
429,471
572,527
461,25
424,938
39,384
326,123
735,848
224,981
761,245
591,282
518,1
411,464
627,134
177,853
461,468
432,162
356,174
677,234
524,276
840,962
558,171
463,488
854,797
52,853
950,288
394,167
459,446
421,832
395,810
509,474
102,429
252,73
999,127
507,659
786,624
208,230
444,187
998,836
249,964
167,375
565,338
604,938
404,136
853,6
657,177
78,567
199,822
693,884
995,515
338,979
616,966
683,375
52,536
466,162
925,952
230,327
160,659
269,673
654,116
298,936
835,983
51,362
211,41
25,266
610,903
935,470
533,856
841,464
232,300
448,725
495,941
0,408
464,596
93,578
366,538
976,604
885,944
946,864
535,716
358,284
325,69
565,418
991,415
819,869
119,698
180,749
65,186
518,671
599,337
721,154
747,555
648,121
593,404
450,130
458,854
780,726
440,303
284,844
146,978
223,650
324,993
625,580
613,820
574,228
963,698
839,9
296,835
296,758
138,239
851,627
482,720
142,578
430,660
287,332
393,811
989,890
0,528
402,769
137,129
824,343
236,239
867,871
97,911
936,600
949,276
422,258
123,996
906,722
537,152
400,702
169,511
322,687
302,926
296,226
751,756
675,7
521,337
289,452
970,560
516,663
548,355
876,947
908,33
937,261
753,866
994,648
1,485
323,782
507,182
195,831
497,303
392,623
612,308
777,388
199,857
550,998
889,286
289,746
915,251
866,288
493,0
973,942
161,274
490,315
730,771
218,312
475,65
815,729
104,47
252,849
221,266
608,254
185,781
78,507
256,506
259,263
476,186
280,709
920,482
957,598
692,287
967,259
224,324
49,242
12,811
545,20
391,790
926,619
502,62
444,176
38,339
328,577
664,468
994,290
925,425
801,181
21,698
229,127
693,103
696,573
988,554
99,518
119,873
234,642
998,966
756,678
402,377
238,271
794,295
239,24
287,910
241,470
390,22
356,184
140,363
122,705
354,501
952,433
815,126
344,607
137,260
2,972
99,41
211,910
690,78
606,145
524,659
268,911
831,162
524,296
332,178
922,180
103,227
223,180
794,54
410,342
704,697
711,972
328,26
491,894
750,607
237,38
325,147
597,441
678,697
34,545
870,184
34,535
289,945
518,882
215,10
106,707
948,278
768,68
311,752
712,766
239,454
175,733
10,434
330,962
723,469
655,292
631,200
238,639
261,908
78,299
353,75
129,827
949,939
267,623
598,865
565,370
741,852
928,700
994,166
610,180
231,887
364,876
25,423
709,441
977,235
836,815
835,385
420,768
247,884
575,410
656,664
462,67
683,387
402,682
686,44
489,58
127,150
626,860
391,645
679,930
8,782
192,83
850,591
225,271
934,896
530,192
739,777
69,938
638,892
862,475
741,332
993,9
403,94
804,196
102,356
521,229
708,702
79,938
785,504
107,600
994,160
352,829
485,409
90,203
210,944
346,428
545,875
945,712
7,576
550,0
262,934
845,971
325,538
364,368
328,921
974,851
593,765
235,594
530,793
317,242
7,168
870,944
370,888
330,227
977,641
806,410
499,466
567,723
898,556
182,829
615,502
364,689
711,878
335,344
378,88
882,518
836,205
692,189
956,826
378,708
177,400
94,752
878,914
762,68
687,103
933,644
396,870
655,650
639,502
16,259
814,382
205,859
51,456
868,883
809,232
665,828
107,262
302,83
794,713
80,302
22,194
537,342
91,179
372,766
951,922
735,617
31,160
325,968
24,973
698,520
203,385
991,658
950,157
106,619
350,970
833,937
818,927
440,958
511,73
561,905
156,282
744,709
946,570
430,814
755,305
622,968
113,664
679,421
952,674
79,216
57,479
844,35
7,210
251,259
545,287
409,579
472,453
751,828
166,128
530,861
304,5
585,43
839,750
993,219
893,604
978,392
239,863
231,20
5,870
831,808
222,240
46,944
156,962
19,629
648,337
867,316
101,693
488,764
237,786
714,875
272,510
348,375
719,322
520,785
946,153
379,82
892,556
180,479
224,338
697,406
527,285
542,422
862,52
817,713
909,286
866,101
217,796
257,307
812,889
907,519
775,671
62,677
120,988
46,51
604,834
769,699
93,378
491,478
545,531
638,870
46,79
871,312
580,721
168,256
130,452
188,859
432,587
754,144
642,643
778,809
939,829
267,991
52,212
816,892
921,887
41,916
836,954
938,377
288,721
112,79
226,12
984,983
292,578
518,24
623,194
270,663
203,375
781,259
685,226
32,201
241,365
593,905
832,449
35,442
10,642
713,596
640,107
278,424
510,31
952,255
49,938
168,536
476,608
484,562
248,886
531,690
723,785
781,509
522,536
296,666
614,572
573,798
491,695
367,545
900,184
264,119
299,378
618,894
143,696
766,314
433,490
449,445
224,112
841,332
365,364
187,389
330,389
926,132
400,284
674,627
825,70
413,721
542,185
796,351
494,947
421,354
55,744
316,508
583,834
635,413
925,495
502,983
801,947
469,52
375,600
146,636
991,728
347,252
660,577
722,561
522,702
608,785
650,218
730,769
471,577
384,186
249,758
50,64
766,978
196,689
199,946
579,281
34,767
896,124
964,732
353,936
186,744
195,504
598,865
30,992
272,485
505,933
497,790
827,807
169,784
535,898
957,762
689,337
520,275
283,75
847,750
227,40
52,678
642,645
691,819
803,39
105,401
136,834
874,434
630,24
955,428
609,792
924,622
186,572
539,616
428,806
45,351
945,182
39,486
465,990
442,202
963,124
237,363
449,26
293,96
22,209
150,360
501,735
755,704
698,783
764,270
186,675
278,0
847,504
136,439
93,318
140,459
453,343
267,608
938,794
617,952
103,465
699,825
715,198
109,588
865,899
935,77
105,686
901,985
224,363
223,506
707,957
81,923
354,709
517,138
550,325
621,174
963,582
137,645
